hostname,suffix,country_code,country
hometax.go.kr,go.kr,KR,South Korea
hounslowhomes-hat.gov.uk,gov.uk,GB,United Kingdom
portalsat.plataforma.sat.gob.mx,gob.mx,MX,Mexico
sipp.pn-sampit.go.id,go.id,ID,Indonesia
svc.c.sat.gob.gt,gob.gt,GT,Guatemala
dshs.wa.gov,gov,US,United States of America
dynatrace-cag.bpjsketenagakerjaan.go.id,go.id,ID,Indonesia
food.gov.uk,gov.uk,GB,United Kingdom
iafdb.travel.state.gov,gov,US,United States of America
sdio.edd.ca.gov,gov,US,United States of America
services.mofa.gov.sa,gov.sa,SA,Saudi Arabia
wwv.nist.gov,gov,US,United States of America
ada.gov,gov,US,United States of America
azmvdnowapi.dmz.mvm.azdot.gov,gov,US,United States of America
customs.gov.sa,gov.sa,SA,Saudi Arabia
eamana.gov.sa,gov.sa,SA,Saudi Arabia
images.arcourts.gov,gov,US,United States of America
ita.gov.om,gov.om,OM,Oman
onboard.wcb.ny.gov,gov,US,United States of America
operadores.minseg.gob.ar,gob.ar,AR,Argentina
ts1.arad.us.af.mil,mil,US,United States of America
vacourts.gov,gov,US,United States of America
wake.gov,gov,US,United States of America
citrixaccesspiv.va.gov,gov,US,United States of America
corppass.gov.sg,gov.sg,SG,Singapore
idp.pki.ita.gov.om,gov.om,OM,Oman
ihss.ca.gov,gov,US,United States of America
pki.ita.gov.om,gov.om,OM,Oman
scdhec.gov,gov,US,United States of America
sco.idaho.gov,gov,US,United States of America
sos.la.gov,gov,US,United States of America
user-auth.apply-to-visit-or-stay-in-the-uk.homeoffice.gov.uk,gov.uk,GB,United Kingdom
widget.kominfo.go.id,go.id,ID,Indonesia
wps.mol.gov.sa,gov.sa,SA,Saudi Arabia
www.london.gov.uk,gov.uk,GB,United Kingdom
meim.gov.sa,gov.sa,SA,Saudi Arabia
sso.mol.gov.om,gov.om,OM,Oman
ww2.arb.ca.gov,gov,US,United States of America
www.blm.gov,gov,US,United States of America
www.or-medicaid.gov,gov,US,United States of America
www.rop.gov.om,gov.om,OM,Oman
acquisition.gov,gov,US,United States of America
docs.legis.wisconsin.gov,gov,US,United States of America
dx.myohio.gov,gov,US,United States of America
energy.gov.sa,gov.sa,SA,Saudi Arabia
esurvey.stats.gov.sa,gov.sa,SA,Saudi Arabia
evisa.rop.gov.om,gov.om,OM,Oman
milogin.michigan.gov,gov,US,United States of America
mylicense.in.gov,gov,US,United States of America
senaei.meim.gov.sa,gov.sa,SA,Saudi Arabia
service.ct.gov,gov,US,United States of America
ssl.phila.gov,gov,US,United States of America
static.incometax.gov.in,gov.in,IN,India
ts2.arad.us.af.mil,mil,US,United States of America
www2.usgs.gov,gov,US,United States of America
bsm.dla.mil,mil,US,United States of America
ea.gov.om,gov.om,OM,Oman
ecitizen.gov.sg,gov.sg,SG,Singapore
education.ohio.gov,gov,US,United States of America
epayments.mol.gov.om,gov.om,OM,Oman
iras.gov.sg,gov.sg,SG,Singapore
jdih.kalbarprov.go.id,go.id,ID,Indonesia
len.sdb.gov.sa,gov.sa,SA,Saudi Arabia
redstone.army.mil,mil,US,United States of America
sefazvirtual.fazenda.gov.br,gov.br,BR,Brazil
commerce.gov,gov,US,United States of America
coo.mci.gov.sa,gov.sa,SA,Saudi Arabia
moci.gov.kw,gov.kw,KW,Kuwait
nationalcareers.service.gov.uk,gov.uk,GB,United Kingdom
neh.gov,gov,US,United States of America
nrrc.gov.sa,gov.sa,SA,Saudi Arabia
sso.moj.gov.sa,gov.sa,SA,Saudi Arabia
tatime.gov.al,gov.al,AL,Albania
www.nebraska.gov,gov,US,United States of America
accessgudid.nlm.nih.gov,gov,US,United States of America
agencies.mci.gov.sa,gov.sa,SA,Saudi Arabia
bir.gov.ph,gov.ph,PH,Philippines
cftc.gov,gov,US,United States of America
charlottenc.gov,gov,US,United States of America
courts.oregon.gov,gov,US,United States of America
e-pasi.pasi.gov.om,gov.om,OM,Oman
e.modon.gov.sa,gov.sa,SA,Saudi Arabia
eapp.moci.gov.kw,gov.kw,KW,Kuwait
emb-japan.go.jp,go.jp,JP,Japan
eservices.manpower.gov.om,gov.om,OM,Oman
fincen.treas.gov,gov,US,United States of America
itmdapps.milwaukee.gov,gov,US,United States of America
kacare.gov.sa,gov.sa,SA,Saudi Arabia
nationalregistries.nrrc.gov.sa,gov.sa,SA,Saudi Arabia
ncrp.energy.gov.sa,gov.sa,SA,Saudi Arabia
onlineservices.dps.mn.gov,gov,US,United States of America
register-of-charities.charitycommission.gov.uk,gov.uk,GB,United Kingdom
sso.manpower.gov.om,gov.om,OM,Oman
taradhi.moj.gov.sa,gov.sa,SA,Saudi Arabia
tess2.uspto.gov,gov,US,United States of America
www.manpower.gov.om,gov.om,OM,Oman
csp-reporter.publishing.service.gov.uk,gov.uk,GB,United Kingdom
eservices.ea.gov.om,gov.om,OM,Oman
ncrp.kacare.gov.sa,gov.sa,SA,Saudi Arabia
new.nsf.gov,gov,US,United States of America
ntf.singpass.gov.sg,gov.sg,SG,Singapore
pdmp.health.pa.gov,gov,US,United States of America
ume.tubitak.gov.tr,gov.tr,TR,Türkiye
va.ecitizen.gov.sg,gov.sg,SG,Singapore
www.ic3.gov,gov,US,United States of America
len.scsb.gov.sa,gov.sa,SA,Saudi Arabia
scsb.gov.sa,gov.sa,SA,Saudi Arabia
www.insurance.ca.gov,gov,US,United States of America
www.texasattorneygeneral.gov,gov,US,United States of America
www3.epa.gov,gov,US,United States of America
lhcaws.nlm.nih.gov,gov,US,United States of America
portal.census.gov,gov,US,United States of America
www.usa.gov.external-domains-production.cloud.gov,gov,US,United States of America
businesssearch.ohiosos.gov,gov,US,United States of America
defra.gov.uk,gov.uk,GB,United Kingdom
governor.maryland.gov,gov,US,United States of America
ocsp1.hongkongpost.gov.hk,gov.hk,HK,Hong Kong
osym.gov.tr,gov.tr,TR,Türkiye
static-asset-cdn.prakerja.go.id,go.id,ID,Indonesia
baltimorecity.gov,gov,US,United States of America
citrixaccess.va.gov,gov,US,United States of America
dor.in.gov,gov,US,United States of America
file.dos.pa.gov,gov,US,United States of America
gds.disa.mil,mil,US,United States of America
apps.twc.texas.gov,gov,US,United States of America
data.wsdot.wa.gov,gov,US,United States of America
dfps.texas.gov,gov,US,United States of America
legislature.mi.gov,gov,US,United States of America
www.tse.go.cr,go.cr,CR,Costa Rica
a836-pts-access.nyc.gov,gov,US,United States of America
crl.gds.disa.mil,mil,US,United States of America
dpi.wi.gov,gov,US,United States of America
id-provider.tco.census.gov,gov,US,United States of America
immd.gov.hk,gov.hk,HK,Hong Kong
mdc.mo.gov,gov,US,United States of America
nysenate.gov,gov,US,United States of America
pertanian.go.id,go.id,ID,Indonesia
sgtm.guayaquil.gob.ec,gob.ec,EC,Ecuador
www.acquisition.gov,gov,US,United States of America
akamai.csd.disa.mil,mil,US,United States of America
dli.mt.gov,gov,US,United States of America
nystateofhealth.ny.gov,gov,US,United States of America
time.ume.tubitak.gov.tr,gov.tr,TR,Türkiye
transaction-engine.tax.service.gov.uk,gov.uk,GB,United Kingdom
cis.scc.virginia.gov,gov,US,United States of America
ferc.gov,gov,US,United States of America
gibs.earthdata.nasa.gov,gov,US,United States of America
pri-nipr.eemsg.mail.mil,mil,US,United States of America
www.bart.gov,gov,US,United States of America
www.login.gov,gov,US,United States of America
www.mol.gov.sa,gov.sa,SA,Saudi Arabia
www2.miamidadeclerk.gov,gov,US,United States of America
argentina.gob.ar,gob.ar,AR,Argentina
bnrs.dti.gov.ph,gov.ph,PH,Philippines
bpk.go.id,go.id,ID,Indonesia
dm.login.gov,gov,US,United States of America
launchpad.nasa.gov,gov,US,United States of America
nvsexoffenders.gov,gov,US,United States of America
online.immi.gov.au,gov.au,AU,Australia
wff.nasa.gov,gov,US,United States of America
www.nvsexoffenders.gov,gov,US,United States of America
www.ok.gov,gov,US,United States of America
a836-citypay.nyc.gov,gov,US,United States of America
cand.uscourts.gov,gov,US,United States of America
fcm.weather.gov.hk,gov.hk,HK,Hong Kong
grantsolutions.gov,gov,US,United States of America
mars.nasa.gov,gov,US,United States of America
ww1.sunat.gob.pe,gob.pe,PE,Peru
cov.virginia.gov,gov,US,United States of America
customs.gov.sg,gov.sg,SG,Singapore
dfpi.ca.gov,gov,US,United States of America
edison.tn.gov,gov,US,United States of America
eservices.ica.gov.sg,gov.sg,SG,Singapore
firmadigital.gob.ec,gob.ec,EC,Ecuador
kdhe.ks.gov,gov,US,United States of America
mof.gov.vn,gov.vn,VN,Vietnam
portland.gov,gov,US,United States of America
surokkha.gov.bd,gov.bd,BD,Bangladesh
ws1.one.gov.hk,gov.hk,HK,Hong Kong
api.army.mil,mil,US,United States of America
hqr.cms.gov,gov,US,United States of America
api.myinfo.gov.sg,gov.sg,SG,Singapore
arl.army.mil,mil,US,United States of America
ebenefits.va.gov,gov,US,United States of America
eforms.state.gov,gov,US,United States of America
isro.gov.in,gov.in,IN,India
pivcac.dm.login.gov,gov,US,United States of America
correosdemexico.gob.mx,gob.mx,MX,Mexico
disasterassistance.gov,gov,US,United States of America
egm.gov.tr,gov.tr,TR,Türkiye
hub.nih.gov,gov,US,United States of America
incometaxindiaefiling.gov.in,gov.in,IN,India
modaps.eosdis.nasa.gov,gov,US,United States of America
ng.mil,mil,US,United States of America
sec-nipr.eemsg.mail.mil,mil,US,United States of America
vpn.dhh.louisiana.gov,gov,US,United States of America
www.fortworthtexas.gov,gov,US,United States of America
www.fsis.usda.gov,gov,US,United States of America
www.usaid.gov,gov,US,United States of America
erpfinprd.cpa.texas.gov,gov,US,United States of America
fbr.gov.pk,gov.pk,PK,Pakistan
llnl.gov,gov,US,United States of America
oig.dhs.gov,gov,US,United States of America
rmscpc04.usace.army.mil,mil,US,United States of America
static-logos.notifications.service.gov.uk,gov.uk,GB,United Kingdom
www.ada.gov,gov,US,United States of America
www.phila.gov,gov,US,United States of America
caweb.sba.gov,gov,US,United States of America
citas.sat.gob.mx,gob.mx,MX,Mexico
condusef.gob.mx,gob.mx,MX,Mexico
esdm.go.id,go.id,ID,Indonesia
ohiodnr.gov,gov,US,United States of America
reviewer.efiletexas.gov,gov,US,United States of America
time-e-wwv.nist.gov,gov,US,United States of America
vss.gov.vn,gov.vn,VN,Vietnam
www.oig.dhs.gov,gov,US,United States of America
ecf.nysd.uscourts.gov,gov,US,United States of America
fr.cloud.gov,gov,US,United States of America
guanajuato.gob.mx,gob.mx,MX,Mexico
iam.education.va.gov,gov,US,United States of America
icfes.gov.co,gov.co,CO,Colombia
respond.census.gov,gov,US,United States of America
www.incometax.gov.in,gov.in,IN,India
chatbot.incometax.gov.in,gov.in,IN,India
dcsa.mil,mil,US,United States of America
dohaexpo2023.gov.qa,gov.qa,QA,Qatar
etimesheets.ihss.ca.gov,gov,US,United States of America
find-energy-certificate.service.gov.uk,gov.uk,GB,United Kingdom
intranet.hounslow.gov.uk,gov.uk,GB,United Kingdom
sipp.bpjsketenagakerjaan.go.id,go.id,ID,Indonesia
sitfiscal.portaldasfinancas.gov.pt,gov.pt,PT,Portugal
waterwatch.usgs.gov,gov,US,United States of America
www.dohaexpo2023.gov.qa,gov.qa,QA,Qatar
www.revenue.wi.gov,gov,US,United States of America
childsupport.oag.texas.gov,gov,US,United States of America
glb.mil,mil,US,United States of America
scjn.gob.mx,gob.mx,MX,Mexico
usaf.dps.mil,mil,US,United States of America
www.hrsa.gov,gov,US,United States of America
44a69f9d-f490-475e-a941-e677a7c11633.collector.p.analitik.bik.gov.tr,gov.tr,TR,Türkiye
chirp.in.gov,gov,US,United States of America
deas.glb.mil,mil,US,United States of America
efs-my.uspto.gov,gov,US,United States of America
eyes.nasa.gov,gov,US,United States of America
gp-mfa-vpn.nd.gov,gov,US,United States of America
health.ok.gov,gov,US,United States of America
nbnet.nb.ca,nb.ca,CA,Canada
www.nlrb.gov,gov,US,United States of America
efiskalizimi.tatime.gov.al,gov.al,AL,Albania
geocoding.geo.census.gov,gov,US,United States of America
lacity.gov,gov,US,United States of America
www.dol.wa.gov,gov,US,United States of America
adalet.gov.tr,gov.tr,TR,Türkiye
climate.gov,gov,US,United States of America
diplomatie.gouv.fr,gouv.fr,FR,France
guides.loc.gov,gov,US,United States of America
iase.disa.mil,mil,US,United States of America
icam.edd.ca.gov,gov,US,United States of America
secure.kwsp.gov.my,gov.my,MY,Malaysia
tracuunnt.gdt.gov.vn,gov.vn,VN,Vietnam
trs.texas.gov,gov,US,United States of America
bsd.sos.in.gov,gov,US,United States of America
fdacs.gov,gov,US,United States of America
mlit.go.jp,go.jp,JP,Japan
nsa.gov,gov,US,United States of America
nvi.gov.tr,gov.tr,TR,Türkiye
semarangkota.go.id,go.id,ID,Indonesia
www.dmv.virginia.gov,gov,US,United States of America
www.legislature.mi.gov,gov,US,United States of America
www.usembassy.gov,gov,US,United States of America
ebeyanname.gib.gov.tr,gov.tr,TR,Türkiye
hst.nasa.gov,gov,US,United States of America
ihs.gov,gov,US,United States of America
its.ny.gov,gov,US,United States of America
od.nih.gov,gov,US,United States of America
pcit.aphis.usda.gov,gov,US,United States of America
rajasthan.gov.in,gov.in,IN,India
trove.nla.gov.au,gov.au,AU,Australia
wp1-ext.usps.gov,gov,US,United States of America
autenticacao.gov.pt,gov.pt,PT,Portugal
dichvucong.baohiemxahoi.gov.vn,gov.vn,VN,Vietnam
donotcall.gov,gov,US,United States of America
mymdthink.maryland.gov,gov,US,United States of America
myplate.gov,gov,US,United States of America
nsi.nasa.gov,gov,US,United States of America
rxnav.nlm.nih.gov,gov,US,United States of America
search.gov.sg,gov.sg,SG,Singapore
sliver.iowa.gov,gov,US,United States of America
static.portaldasfinancas.gov.pt,gov.pt,PT,Portugal
www.boston.gov,gov,US,United States of America
www.ncsc.gov.uk,gov.uk,GB,United Kingdom
atrbpn.go.id,go.id,ID,Indonesia
grantee.fema.gov,gov,US,United States of America
hudapps.hud.gov,gov,US,United States of America
mla-cp.dmdc.osd.mil,mil,US,United States of America
nipr.mil,mil,US,United States of America
www.ncdot.gov,gov,US,United States of America
cp.ncep.noaa.gov,gov,US,United States of America
ctc.ca.gov,gov,US,United States of America
minsalud.gov.co,gov.co,CO,Colombia
ssointernal.chfs.ky.gov,gov,US,United States of America
tgftp.cp.ncep.noaa.gov,gov,US,United States of America
www.mas.gov.sg,gov.sg,SG,Singapore
www.myplate.gov,gov,US,United States of America
bis.doc.gov,gov,US,United States of America
montanaworks.gov,gov,US,United States of America
niehs.nih.gov,gov,US,United States of America
vanities.ssa.gov,gov,US,United States of America
www.isro.gov.in,gov.in,IN,India
wwwmatnp.sat.gob.mx,gob.mx,MX,Mexico
cso.nasa.gov,gov,US,United States of America
kog.ky.gov,gov,US,United States of America
ohs.acf.hhs.gov,gov,US,United States of America
uperform.sc.gov,gov,US,United States of America
www.jpl.nasa.gov,gov,US,United States of America
benefits.gov,gov,US,United States of America
floridados.gov,gov,US,United States of America
geo-ext-ecuf-sts1.deas.glb.mil,mil,US,United States of America
hub-tst.edison.tn.gov,gov,US,United States of America
sso.kog.ky.gov,gov,US,United States of America
sts.workd.go.th,go.th,TH,Thailand
www.sco.idaho.gov,gov,US,United States of America
clicsequrexpress.gouv.qc.ca,qc.ca,CA,Canada
developpement-durable.gouv.fr,gouv.fr,FR,France
gov.mb.ca,mb.ca,CA,Canada
jma.go.jp,go.jp,JP,Japan
kdot.ks.gov,gov,US,United States of America
mrq.gouv.qc.ca,qc.ca,CA,Canada
resolve-esas.usgs.gov,gov,US,United States of America
sams.cdc.gov,gov,US,United States of America
servis.mgm.gov.tr,gov.tr,TR,Türkiye
vdh.virginia.gov,gov,US,United States of America
www.doi.gov,gov,US,United States of America
www2c.cdc.gov,gov,US,United States of America
aec.gov.tw,gov.tw,TW,Taiwan
history.navy.mil,mil,US,United States of America
op.ncep.noaa.gov,gov,US,United States of America
paymentstatic.gst.gov.in,gov.in,IN,India
surveys.cms.gov,gov,US,United States of America
tgftp.op.ncep.noaa.gov,gov,US,United States of America
vis.earthdata.nasa.gov,gov,US,United States of America
widget.airnow.gov,gov,US,United States of America
www.grantsolutions.gov,gov,US,United States of America
www.rd.usda.gov,gov,US,United States of America
legifrance.gouv.fr,gouv.fr,FR,France
mhrs.gov.tr,gov.tr,TR,Türkiye
muasamcong.gov.vn,gov.vn,VN,Vietnam
ornl.gov,gov,US,United States of America
tucsonaz.gov,gov,US,United States of America
ccfs.sos.wa.gov,gov,US,United States of America
cnsc.gov.co,gov.co,CO,Colombia
disa.mil.apps.gcds.disa.mil,mil,US,United States of America
erpfinrpt.cpa.texas.gov,gov,US,United States of America
eservices.nysed.gov,gov,US,United States of America
etax.chinatax.gov.cn,gov.cn,CN,China
safe.apps.mil,mil,US,United States of America
ww2.nycourts.gov,gov,US,United States of America
www.commerce.gov,gov,US,United States of America
www.history.navy.mil,mil,US,United States of America
